conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count
1887982289872896001;Fri Feb 07 21:50:29 +0000 2025;2;Kepala Dirjen Anggaran Kemensultan Korupsi Asuransi Efisiensi. Ala Vanuatu @PNS_Ababil;1887982289872896001;;;in;الولايات المتحدة;0;0;0
1887761656198971808;Fri Feb 07 21:24:59 +0000 2025;37;@Trystanto2 Kita disini pusing mikirin efisiensi disuruh matiin lampu lah gadikasih kertas lah jam operasional jadi harus dikurangi anggaran infrastruktur di cut disuruh penghematan eh pejabat tingginya malah akrobat kemewahan;1887975871509840068;;Trystanto2;in;West Coast;0;0;5
1887974193297588421;Fri Feb 07 21:18:19 +0000 2025;1;Hati-hati guys narasi efisiensi anggaran kementerian akibat warisan utang mulyono mulai bermunculan semata-mata biar awam mengamini langkah gemoy ini adalah wajar. Hal ini sangat amat kontradiksi dengan gemuknya kabinet dan pemborosan anggaran kalau beliau sowan ke luar negri. https://t.co/U2vjIWk8yr;1887974193297588421;https://pbs.twimg.com/media/GjNug4XacAAUul-.jpg;;in;;0;1;2
1887973880331124794;Fri Feb 07 21:17:04 +0000 2025;1;drpd perpusnas tutup hari minggu krn efisiensi mending hapus aja jabatan wapres biar ga ada anggaran yg kebuang untuk susu greenfield;1887973880331124794;;;in;;0;0;0
1887961251487301724;Fri Feb 07 20:32:53 +0000 2025;0;@spectatorindex ALAMAK Audit Efisiensi Anggaran Trump luar biasa ngaco;1887962761411580236;;spectatorindex;in;Tanjung Harapan;0;0;0
1887962590292361299;Fri Feb 07 20:32:12 +0000 2025;4;Wkw kontradiksi banget sama ASN yang disuruh hemat. Babi lah narasi yg muncul bilang efisiensi anggaran karna utang mulyono supaya mengamini apa yg dilakukan sigemoy wajar. Semuanya sama aja anjing gatau diri. Tai kontol ambis jadi presiden doang tp otak kosong ga mikir rakyat.;1887962590292361299;;;in;;0;0;0
1887958892031918306;Fri Feb 07 20:17:31 +0000 2025;1;Efisiensi anggaran;1887958892031918306;;;in;;0;0;0
1887673936315396431;Fri Feb 07 19:51:23 +0000 2025;0;@tanyarlfes kali kali efisiensi in anggaran pejabat dong rakyat terus nih yang cukurr kaco~;1887952317020053957;;tanyarlfes;in;;0;0;0
1887761656198971808;Fri Feb 07 19:48:07 +0000 2025;1;@Trystanto2 Efisiensi anggaran gundulmu peang.;1887951496458944523;;Trystanto2;in;London, UK;0;1;0
1887946600452079851;Fri Feb 07 19:28:40 +0000 2025;0;Pj Gubernur Sumut: Efisiensi Anggaran adalah Loyalitas ASN untuk Rakyat https://t.co/QFlp9lcWSI;1887946600452079851;;;in;Medan, North Sumatera;0;0;0
1887877713517748377;Fri Feb 07 18:55:11 +0000 2025;1;@susipudjiastuti @prabowo Efektifkan jumlah kementrian lembaga badan dinas di pemprov/pemkab Efisiensi anggaran Reward/punishmen Berlakukan hukum secara tegas terutama korupsi;1887938174305124354;;susipudjiastuti;in;solo, Indonesia;0;0;0
1887937028303773798;Fri Feb 07 18:50:38 +0000 2025;0;Dah lu ah Di luar hujan Dah jam segini Efek efisiensi anggaran malah ngaco kemana2;1887937028303773798;;;in;;0;0;0
1887673936315396431;Fri Feb 07 18:45:40 +0000 2025;0;@tanyarlfes Bukan cuma di Indonesia doang yang efisiensi anggaran tapi Amerika juga melakukan hal yang sama Kalau yang punya uang banyak kebutuhan nggak ada ya Tiongkok;1887935778099183823;;tanyarlfes;in;Indonesia;0;0;0
1887901151468675177;Fri Feb 07 18:44:42 +0000 2025;0;@unsoedmfs Oke gas oke gas efisiensi anggaran pemerintah pendidikan bukan prioritas utama;1887935535525876013;;unsoedmfs;in;;0;0;0
1887641349681287418;Fri Feb 07 18:35:22 +0000 2025;0;@BattoAjax Bukan mw mangkrak mau bangkrut Indonesia indikator udh banyak. Bunga utang dan pokok. Kalo APBN beneran ada duitnya gk akan ada efisiensi. Anggaran ikn ilang anggaran perbaikan jalan ilang. Jangan framing ikn gak dilanjutin emng gk punya duit. Data menteri utang gak valid;1887933187655090370;;BattoAjax;in;Bekasi;0;0;0
1887110291168833980;Fri Feb 07 18:10:09 +0000 2025;0;@BudiBukanIntel Fakyu yg bikin kebijakan ini. Efisiensi anggaran di semua sektor bisa berdampak layoff atau pengurangan lapangan pekerjaan gede bgtt anjirr. Ini ga mikirin atau emang rencananya gtu sih jahat bgtt setan;1887926842109346262;;BudiBukanIntel;in;;0;0;0
1887373246334689719;Fri Feb 07 18:08:30 +0000 2025;0;@rereyy_24 @emgininamakuu Dana buzzernya sudah ga ada. Imbas efisiensi anggaran.;1887926423681384761;;rereyy_24;in;;0;0;0
1887925085455192132;Fri Feb 07 18:03:10 +0000 2025;1;Isu Blokir Anggaran IKN: Jokowi Serahkan ke Pemerintah Prabowo Soroti Efisiensi https://t.co/qVMiDB4eIi;1887925085455192132;;;in;Jakarta Capital Region, Indone;0;0;0
1887921912778735796;Fri Feb 07 17:50:34 +0000 2025;0;"negara berhutang tiap tahun musti membayar. program makan bergizi perlu modal cukup besar tiap tahunya belum lagi program2 lainnya. konsekuensi yg timbul;efisiensi anggaran. efisiensi melahirkan permasalahan baru yg terdampak ? RAKYAT ! https://t.co/Xbc1R9Kog5";1887921912778735796;;;in;Samarinda;0;0;0
1887921484443897986;Fri Feb 07 17:49:35 +0000 2025;0;emg efisiensi anggaran ini bukan menyerang ekonomi aja tapi juga percintaan. emg kampret wkwk;1887921663419031769;;fathanabtamy_;in;Samarinda, Kalimantan Timur;0;0;0
1887918155772911665;Fri Feb 07 17:49:09 +0000 2025;0;PERTAMA COBA LIHAT SEKITAR apakah ada pembangunan kompleks perumahan industri pusat perbelanjaan dg luasan area yg lumayan luas... Jika ada biasanya terbangun di lokasi yg dulunya sawah atau resapan air. Bisa jadi demikian krn efisiensi anggaran terkait harga lahan yg lbh https://t.co/d0UJzUpnha;1887921557026259310;https://pbs.twimg.com/media/GjM-pQyaQAIvm20.jpg;Duren___;in;Jakarta Capital Region;0;1;0
1887920985128444316;Fri Feb 07 17:46:53 +0000 2025;0;Anggota DPR Aria Bima: Efisiensi Anggaran untuk Antisipasi Situasi Ekonomi Dunia Wakil Ketua Komisi II DPR Aria Bima dan beberapa pejabat lain menyebut efisiensi anggaran diperlukan untuk antisipasi situasi ekonomi global yang tidak menentu. https://t.co/J0vPEqDpGt https://t.co/Ik3YgMqTUs;1887920985128444316;https://pbs.twimg.com/media/GjM-IXwW8AAfk4z.jpg;;in;Solo, Central Java, Indonesia;0;0;0
1887916660792901893;Fri Feb 07 17:29:42 +0000 2025;0;Berita : Pemerintah melakukan efisiensi anggaran. Cuma mengingatkan : Ada 48 menteri 59 wamen dan 5 kepala badan.;1887916660792901893;;;in;Kota Madiun, Jawa Timur;0;0;0
1887913495213261067;Fri Feb 07 17:17:07 +0000 2025;27;Wakil Ketua DPR RI Sufmi Dasco Ahmad memastikan tidak ada rencana pemotongan gaji ke-13 bagi Aparatur Sipil Negara (ASN). Ia menegaskan bahwa efisiensi anggaran yang dilakukan pemerintah hanya menyasar pos yang tidak mendesak sehingga gaji ke-13 tetap dianggarkan. Hal serupa https://t.co/mbh9Gt3KIN;1887913495213261067;https://pbs.twimg.com/media/GjM3T3WaQAAN11D.jpg;;in;Pulo Gadung, Indonesia;1;8;8
1887910591316259180;Fri Feb 07 17:05:35 +0000 2025;0;"Yang harus dilakukan @prabowo saat ini: Efisiensi jumlah kementrian &amp; anggaran polri";1887910591316259180;;;in;SBY, Indonesia;0;0;0
1887823758280581149;Fri Feb 07 17:02:48 +0000 2025;1;@pandji Buzzer yang kena efisiensi anggaran;1887909890217386130;;pandji;in;Kingdom of Taured;0;0;0
1887909531856011313;Fri Feb 07 17:01:22 +0000 2025;0;Ya Allah apakah efisiensi anggaran ini mempengaruhi toko oren juga?? Voucher diskonnya pelit bgttttttt minimal beli 100k.;1887909531856011313;;;in;;0;0;0
1887354711483031902;Fri Feb 07 16:56:43 +0000 2025;0;@ardisatriawan Presidennya jelek juga ah katanya mau efisiensi anggaran tp milih kabinet gemuk dan dah mah gemuk yg dipilih yg tolol plus seenak jidatnya bikin kebijakan. Kontradiktif.;1887908358730170741;;ardisatriawan;in;Indonesia;0;0;0
1887906524653351296;Fri Feb 07 16:49:25 +0000 2025;2;anggaran doang di pangkas jajaran kabinet dan staff khusus tuh pangkas jg. suruh efisiensi tp ga transparan jg dana nya dialihkan ke mana. program-program yg ga prioritas jg tuh makan gratis misalnya. NGAPAAAAAAIN BGT;1887906524653351296;;;in;;0;0;0
1887849216204251296;Fri Feb 07 16:46:50 +0000 2025;0;@gumpnhell Efisiensi anggaran ceunah mah preet;1887905873135014096;;gumpnhell;in;;0;0;0
1887904989043208319;Fri Feb 07 16:43:19 +0000 2025;1;Yeah ada benarnya misal Anies menang kemarin pun bakal tetep kena dampak utang yg semengerikan sekarang. Mungkin akan dilakukan juga efisiensi anggaran seperti sekarang. Tapi setidaknya beliau bisa menjelaskan. Ora muk gembar-gembor rajelas mengutamakan rakyat cangkem tok.;1887904989043208319;;;in;;0;1;0
1887903958418825423;Fri Feb 07 16:39:13 +0000 2025;2;Semoga saja pegawai2 kementrian diam2 memberontak terus para dosen mendidik dan komporin mahasiswanya untuk melawan. Masa kalian tidak iri dan diam saja liat anggaran kepolisian tni dan dpr tidak kena efisiensi.;1887903958418825423;;;in;indonesia;0;1;4
1887903923954168104;Fri Feb 07 16:39:05 +0000 2025;0;"anggaran doang di pangkas jajaran kabinet &amp; staf khusus tuh pangkas juga. suruh efisiensi tapi ga transparan juga dana nya dialihkan ke mana. program-program yg ga prioritas juga tuh makan gratis misalnya. NGAPAAAAAAIN BGT";1887903923954168104;;;in;;0;0;0
1887902546813141039;Fri Feb 07 16:33:37 +0000 2025;0;Efisiensi anggaran belanja APBN 2025 ditargetkan mencapai Rp 306 triliun. Hal ini dilakukan setelah Presiden Prabowo Subianto memberikan instruksi kepada Menteri Keuangan Sri Mulyani melakukan penghematan anggaran. Selengkapnya di https://t.co/MnrCTPntsM;1887902546813141039;;;in;;0;0;0
1887901278443110470;Fri Feb 07 16:28:34 +0000 2025;0;bisa gaksi yang efisiensi anggaran itu fasilitas pejabat esmelon. trs lembaga yg ga signifikan dampaknya terhadap anggaran tuh di audit bener2. kek brp persen sih kontribusi dari tusi yang diberikan. apa bener2 berdampak? biar efisiensi itu tepat sasaran dan tepat guna gitulo.;1887901278443110470;;;in;;0;1;0
1887900882815381665;Fri Feb 07 16:27:00 +0000 2025;1;Fun fact Buat para buzzer yg membela pemerintah efisiensi anggaran ini kena ke elu lho.. Siap2 anggaran dikurangi drastis atau bahkan di stop.. Akhirnya pindah jadi maki2 pemerintah jg Ohh the irony..;1887900882815381665;;;in;Jakarta Capital Region, Indone;0;0;0
1887900404287181260;Fri Feb 07 16:25:06 +0000 2025;0;"Mulai banyak keresahan dari teman di kementerian dan bumn soal pengetatan &amp; efisiensi anggaran demi program Makan Bergizi Gratis. Boro utk IKN program yg itu aja masih ngorek dapet duit darimana lagi ‍↕️";1887900404287181260;;;in;entertainment stage;0;0;0
1887899851058491749;Fri Feb 07 16:22:54 +0000 2025;0;polri dpr mpr itu 3 dri bbrp lembaga yg dikecualikan dr efisiensi anggaran. sementara kemendiktisaintek dan kementerian kesehatan di efisiensikan anggarannya pendidikan dan kesehatan real jdi pendukung;1887899851058491749;;;in;;0;1;0
1887899714462654965;Fri Feb 07 16:22:22 +0000 2025;0;DPRD Tetapkan Andi Sudirman - Fatmawati Rusdi Sebagai Gubernur dan Wakil Gubernur Sulsel Terpilih Prof Fadjry Djufry Ajak Stakeholder Dukung Iklim Investasi dan Efisiensi Anggaran https://t.co/gjCiX6Mo5T;1887899714462654965;;;in;;0;0;0
1887890167505265003;Fri Feb 07 16:15:18 +0000 2025;0;@ankissnyeong Keknya kecil kemungkinan ngeliat dari kebijakan efisiensi anggaran;1887897939860947113;;ankissnyeong;in;peace🤍 and love🤟;0;1;0
1887285944895824171;Fri Feb 07 16:13:57 +0000 2025;1;@Fahrihamzah Dampak efisiensi anggaran malah jd kayak kartun horor;1887897596611768341;;Fahrihamzah;in;Banjarmasin;0;0;0
1887897381905309810;Fri Feb 07 16:13:05 +0000 2025;0;SEDIH BANGAT gajadi ke surabaya gegara kena dampak efisiensi anggaran :'))))))));1887897381905309810;;;in;221B Baker Street;0;0;0
1887823758280581149;Fri Feb 07 16:06:41 +0000 2025;0;@pandji Kena efisiensi pemotongan anggaran kali;1887895767433842842;;pandji;in;Jakarta Capital Region, Indone;0;0;0
1887823758280581149;Fri Feb 07 16:06:25 +0000 2025;0;@sayuRASem4_8 @pandji Mungkin kena efisiensi pemotongan anggaran kementerian;1887895704242094240;;sayuRASem4_8;in;Jakarta Capital Region, Indone;0;0;0
1887895445319639350;Fri Feb 07 16:05:43 +0000 2025;0;anyway jgn lupa semua keributan ini berasal dari mana efisiensi anggaran dan siapa yg bikin policy tsb. kata aku sih perbanyak tenaga untuk langsung protes ke pusatnya ajah ;1887895526542352676;;bloomsinadvrsty;in;moon;0;0;0
1887895361202934017;Fri Feb 07 16:05:04 +0000 2025;0;DPRD Tetapkan Andi Sudirman - Fatmawati Rusdi Sebagai Gubernur dan Wakil Gubernur Sulsel Terpilih Prof Fadjry Djufry Ajak Stakeholder Dukung Iklim Investasi dan Efisiensi Anggaran Simak Selengkapnya: https://t.co/CsL9qw1OUs https://t.co/pFg7vmQ4GJ;1887895361202934017;https://pbs.twimg.com/media/GjMm0BtawAAaGNU.jpg;;in;;0;0;0
1887727931667194204;Fri Feb 07 16:03:24 +0000 2025;0;@okkymadasari pada dasarnya ini bukan efisiensi. ini cuma pemotongan anggaran untuk dialihkan untuk program yg dimau pak itu;1887894941852205529;;okkymadasari;in;;0;0;0
1887894693679411661;Fri Feb 07 16:02:25 +0000 2025;0;Selain konsultan individu (project ga lanjut) ada juga OB satpam supir dan lainnya yang kena layoff gara gara efisiensi anggaran;1887894693679411661;;;in;Kota Tasikmalaya, Jawa Barat;0;0;0
1887894458496417893;Fri Feb 07 16:01:28 +0000 2025;0;Sikap Periset Soal Efisiensi Anggaran: Kembalikan Marwah BRIN https://t.co/Dh8tHLbhBP. Kapal Baruna Jaya Dilelang Sebagai Scrap oleh BRIN Rp 7 9 M https://t.co/9kb1BLLOB6. https://t.co/X6yVmCaoqI;1887894458496417893;https://pbs.twimg.com/media/GjMkum0aQAAqZ1S.jpg;;in;Mundi Salutem;0;0;0
1887893648916038109;Fri Feb 07 15:58:15 +0000 2025;0;Gak kebayang anjir yg biasa kerja lewat thn anggaran skrg jd gak ada apalagi kena efisiensi... mereka tuh kerja beneran anjir mana kadang itungannya underpaid dan masa kerjanya bentar. Kalau kata gue mah tuh wamen stafsus dkknya yg hrs kena efisiensi jir;1887893648916038109;;;in;Solokan Jeruk;0;0;0
1887891623134343571;Fri Feb 07 15:50:12 +0000 2025;0;Efisiensi anggaran ngaruh ke segala aspek dan bener2 terlihat banget dampaknya. Kenapa harus ada makan bergizi gratis klo sebenernya itu malah ngerugiin aspek laain yg lebih terasa manfaatnya oleh masyarakat. Pendidikan dan kesehatan seharusnya jadi pilar suatu negara;1887891623134343571;;;in;;0;0;0
1887891389717069934;Fri Feb 07 15:49:17 +0000 2025;0;Program Makan Berisi Tikus Gratis Dapat Tambahan Rp 100 Triliun dari Efisiensi Anggaran;1887891389717069934;;;in;Mundi Salutem;0;1;0
1887748030276702651;Fri Feb 07 15:47:47 +0000 2025;0;@ilhampid mgkij selama ini anggaran parcok kurang bang makanya ga kena efisiensi makanya kan tiap ada masyarakat yg butuh bantuan dan perlindungan sering dikenakan tarif yg adududududuuuu;1887891012867219889;;ilhampid;in;;0;1;0
1887890786941047224;Fri Feb 07 15:46:54 +0000 2025;0;Dan sebaliknya kalo nyalahin mereka yang ada dicap anak abah. Ya maksudku jadi anak abah bagus gak sih? Menghindari kekacauan negara haha. Tapi soal efisiensi anggaran ini sepertinya gak ngaruh siapapun presidennya sih soalnya yang bikin harus hemat itu kan si j...;1887890789491151054;;Notbooks07;in;;0;0;0
1887880924928594170;Fri Feb 07 15:43:39 +0000 2025;2;@Heraloebss BPK KEJAKSAAN KPK. Hanya menangkap dan audit saja tidak bisa mencegah yang bisa mencegah celah tindakan korupsi hanya Presiden. Di era apa Pencegahan koruptor terjadi? Diera Prabowo! Bukan era Presiden sebelumnya. Maka dari itu efisiensi anggaran APBN dilakukan prabowo;1887889971681587318;;Heraloebss;in;Nusantara;0;0;0
1887889599437140287;Fri Feb 07 15:42:10 +0000 2025;0;Efisiensi Anggaran Kementerian PU Tak Boleh Bahayakan Pengguna Jalan https://t.co/bAv8ZPmnVh;1887889599437140287;;;in;Indonesia;0;0;0
1887761656198971808;Fri Feb 07 15:37:08 +0000 2025;0;@Trystanto2 Der efisiensi anggaran yg dilakukan ini tidak ada alasan lain selai membiayai Program Makanan Bergizi Gratis... No debat;1887888333159932378;;Trystanto2;in;;0;0;0
1887877713517748377;Fri Feb 07 15:36:23 +0000 2025;1;@susipudjiastuti @prabowo Kalau jumlah anggaran secara keseluruhan tetap dan Anggaran Tahun Berjalan dibandingkan dengan Anggaran N-1 masih lebig besar itu namanya bukan efisiensi melainkan Realokasi dan atau Redistribusi. Silahkan tanyakan ke @KemenkeuRI apakah benar terjadi efisiensi anggaran.;1887888144349184055;;susipudjiastuti;in;;0;0;0
1887887491870736776;Fri Feb 07 15:33:47 +0000 2025;31;Kalian terlalu sibuk dengan mengkritik pemerintah dan bahasan mengenai efisiensi anggaran sampai lupa kalo dini hari nanti ada pertandingan: FA CUP Round 4 Man Utd vs Leicester City (03.00) Khusus para pemberani. yang punya titik kumpul bisa dishare disini. https://t.co/iGOTGIR7cW;1887887491870736776;https://pbs.twimg.com/media/GjMfWoibYAAq3AV.png;;in;;0;14;3
1887493812110696819;Fri Feb 07 15:28:52 +0000 2025;0;@PartaiSocmed @prabowo @susipudjiastuti Efisiensi bahasa teknis pemotongan anggaran yg tdk perlu dan tdk berorientasi program Hasta Cita;1887886252311281953;;PartaiSocmed;in;jakarta;0;0;0
1887885046075555952;Fri Feb 07 15:24:04 +0000 2025;439;Peneliti BRIN Resah Anggaran Riset Dipotong Demi Efisiensi https://t.co/LPO0BfLWg9;1887885046075555952;;;in;;47;47;110
1887787649144168760;Fri Feb 07 14:35:51 +0000 2025;0;@akbarfaizal68 @brin_indonesia Gimana mau acungkan jari jika anggaran riset dan beasiswa perguruan tinggi kena efisiensi juga;1887872908619596260;;akbarfaizal68;in;;0;0;0
1887872655451451469;Fri Feb 07 14:34:50 +0000 2025;0;Perpusnas kena efisiensi anggaran trus aplikasi ipunas jg bapuk. Aaah sudahlah mari kita masuk ke zaman kegelapan lg !;1887872655451451469;;;in;;0;0;0
1887872388265845013;Fri Feb 07 14:33:46 +0000 2025;1;Kabag TU Pril Marori. ST. MM bersama Tim Kerja Bagian Tata Usaha duduk bersama membahas strategi yang dapat diterapkan untuk meningkatkan efisiensi anggaran seperti mengoptimalkan penggunaan teknologi mengurangi biaya operasional dan meningkatkan kualitas pelayanan https://t.co/jXwv16NQhH;1887872388265845013;https://pbs.twimg.com/media/GjMR7HxbwAAV7s0.jpg;;in;Pangkalpinang;0;0;0
1887851504452960339;Fri Feb 07 14:33:39 +0000 2025;0;@louionvi klo ketauan pemerintah takut disuruh efisiensi anggaran kak;1887872355508400605;;louionvi;in;;0;1;0
1887716919291134427;Fri Feb 07 14:33:08 +0000 2025;3;@detikcom Kalau mau efisiensi anggaran pemerintah. ganti mobil operasional pemerintah dengan merek xenia innova agya sigra dan class bawah lainnya... Bedain warna kusus kaca anti peluru bodykit full-armor... Selain perawatan ngak ribet sperpart gampang dicari;1887872227204620391;;detikcom;in;;0;0;1
1887871488612569515;Fri Feb 07 14:30:12 +0000 2025;2;Badan Kepegawaian Negara (BKN) menerapkan kebijakan efisiensi anggaran dengan skema kerja dua hari work from anywhere (WFA) dan tiga hari work from office (WFO) per minggu sesuai Instruksi Presiden (Inpres) Nomor 1 Tahun 2025. Kepala BKN Zudan Arif menyatakan kebijakan ini https://t.co/f0B6lweg5P;1887871488612569515;https://pbs.twimg.com/media/GjMRGOBXgAAH3Mx.jpg;;in;Jakarta;0;1;0
1887754805424365651;Fri Feb 07 14:27:52 +0000 2025;1;@prabu170814 @ernestprakasa Ada kok instansi yg kena efisiensi 60an persen padahal fix cost nya 58%-60% dari total anggaran.;1887870901527666797;;prabu170814;in;;0;0;0
1887670137182167070;Fri Feb 07 14:25:27 +0000 2025;0;@V3g3L Bila perlu dgn atas nm rakyak #ASN Kerja di GOR msg daerahny demi efisiensi anggaran bkan bgt pak prabowo Cc : Hasyim jy;1887870292397375877;;V3g3L;in;;0;0;0
1887861282675826700;Fri Feb 07 14:18:59 +0000 2025;0;@yozza43 marah... mending dpr ajalah yang dibubarin... dijamin lebih menghemat anggaran negara dibanding efisiensi tai ledig ini...;1887868666739671224;;yozza43;in;ic & hd: @clumsyoranges;0;1;0
1887867156072919485;Fri Feb 07 14:12:59 +0000 2025;28;Lagi tren begitu khan. Di amrik juga begitu. Namanya juga masih coba2. Dulu JKW di awal2 juga begitu. Efisiensi anggaran habis2an sampai ekonomi sempat mandeg.;1887867156072919485;;;in;;0;4;13
1887861282675826700;Fri Feb 07 14:12:32 +0000 2025;0;@nawusy Efisiensi anggaran technical writer nya ga bisa dibeliin tiket kesana lol;1887867041623019613;;nawusy;in;;0;1;0
